5.1,3.5,1.4,0.2,1,0
4.9,3.0,1.4,0.2,1,1
4.7,3.2,1.3,0.2,1,2
4.6,3.1,1.5,0.2,1,3
5.0,3.6,1.4,0.2,1,4
5.4,3.9,1.7,0.4,1,5
4.6,3.4,1.4,0.3,1,6
5.0,3.4,1.5,0.2,1,7
4.4,2.9,1.4,0.2,1,8
4.9,3.1,1.5,0.1,1,9
5.4,3.7,1.5,0.2,1,10
4.8,3.4,1.6,0.2,1,11
4.8,3.0,1.4,0.1,1,12
4.3,3.0,1.1,0.1,1,13
5.8,4.0,1.2,0.2,1,14
5.7,4.4,1.5,0.4,1,15
5.4,3.9,1.3,0.4,1,16
5.1,3.5,1.4,0.3,1,17
5.7,3.8,1.7,0.3,1,18
5.1,3.8,1.5,0.3,1,19
5.4,3.4,1.7,0.2,1,20
5.1,3.7,1.5,0.4,1,21
4.6,3.6,1.0,0.2,1,22
5.1,3.3,1.7,0.5,1,23
4.8,3.4,1.9,0.2,1,24
5.0,3.0,1.6,0.2,1,25
5.0,3.4,1.6,0.4,1,26
5.2,3.5,1.5,0.2,1,27
5.2,3.4,1.4,0.2,1,28
4.7,3.2,1.6,0.2,1,29
4.8,3.1,1.6,0.2,1,30
5.4,3.4,1.5,0.4,1,31
5.2,4.1,1.5,0.1,1,32
5.5,4.2,1.4,0.2,1,33
4.9,3.1,1.5,0.1,1,34
5.0,3.2,1.2,0.2,1,35
5.5,3.5,1.3,0.2,1,36
4.9,3.1,1.5,0.1,1,37
4.4,3.0,1.3,0.2,1,38
5.1,3.4,1.5,0.2,1,39
5.0,3.5,1.3,0.3,1,40
4.5,2.3,1.3,0.3,1,41
4.4,3.2,1.3,0.2,1,42
5.0,3.5,1.6,0.6,1,43
5.1,3.8,1.9,0.4,1,44
4.8,3.0,1.4,0.3,1,45
5.1,3.8,1.6,0.2,1,46
4.6,3.2,1.4,0.2,1,47
5.3,3.7,1.5,0.2,1,48
5.0,3.3,1.4,0.2,1,49
7.0,3.2,4.7,1.4,2,50
6.4,3.2,4.5,1.5,2,51
6.9,3.1,4.9,1.5,2,52
5.5,2.3,4.0,1.3,2,53
6.5,2.8,4.6,1.5,2,54
5.7,2.8,4.5,1.3,2,55
6.3,3.3,4.7,1.6,2,56
4.9,2.4,3.3,1.0,2,57
6.6,2.9,4.6,1.3,2,58
5.2,2.7,3.9,1.4,2,59
5.0,2.0,3.5,1.0,2,60
5.9,3.0,4.2,1.5,2,61
6.0,2.2,4.0,1.0,2,62
6.1,2.9,4.7,1.4,2,63
5.6,2.9,3.6,1.3,2,64
6.7,3.1,4.4,1.4,2,65
5.6,3.0,4.5,1.5,2,66
5.8,2.7,4.1,1.0,2,67
6.2,2.2,4.5,1.5,2,68
5.6,2.5,3.9,1.1,2,69
5.9,3.2,4.8,1.8,2,70
6.1,2.8,4.0,1.3,2,71
6.3,2.5,4.9,1.5,2,72
6.1,2.8,4.7,1.2,2,73
6.4,2.9,4.3,1.3,2,74
6.6,3.0,4.4,1.4,2,75
6.8,2.8,4.8,1.4,2,76
6.7,3.0,5.0,1.7,2,77
6.0,2.9,4.5,1.5,2,78
5.7,2.6,3.5,1.0,2,79
5.5,2.4,3.8,1.1,2,80
5.5,2.4,3.7,1.0,2,81
5.8,2.7,3.9,1.2,2,82
6.0,2.7,5.1,1.6,2,83
5.4,3.0,4.5,1.5,2,84
6.0,3.4,4.5,1.6,2,85
6.7,3.1,4.7,1.5,2,86
6.3,2.3,4.4,1.3,2,87
5.6,3.0,4.1,1.3,2,88
5.5,2.5,4.0,1.3,2,89
5.5,2.6,4.4,1.2,2,90
6.1,3.0,4.6,1.4,2,91
5.8,2.6,4.0,1.2,2,92
5.0,2.3,3.3,1.0,2,93
5.6,2.7,4.2,1.3,2,94
5.7,3.0,4.2,1.2,2,95
5.7,2.9,4.2,1.3,2,96
6.2,2.9,4.3,1.3,2,97
5.1,2.5,3.0,1.1,2,98
5.7,2.8,4.1,1.3,2,99
6.3,3.3,6.0,2.5,3,100
5.8,2.7,5.1,1.9,3,101
7.1,3.0,5.9,2.1,3,102
6.3,2.9,5.6,1.8,3,103
6.5,3.0,5.8,2.2,3,104
7.6,3.0,6.6,2.1,3,105
4.9,2.5,4.5,1.7,3,106
7.3,2.9,6.3,1.8,3,107
6.7,2.5,5.8,1.8,3,108
7.2,3.6,6.1,2.5,3,109
6.5,3.2,5.1,2.0,3,110
6.4,2.7,5.3,1.9,3,111
6.8,3.0,5.5,2.1,3,112
5.7,2.5,5.0,2.0,3,113
5.8,2.8,5.1,2.4,3,114
6.4,3.2,5.3,2.3,3,115
6.5,3.0,5.5,1.8,3,116
7.7,3.8,6.7,2.2,3,117
7.7,2.6,6.9,2.3,3,118
6.0,2.2,5.0,1.5,3,119
6.9,3.2,5.7,2.3,3,120
5.6,2.8,4.9,2.0,3,121
7.7,2.8,6.7,2.0,3,122
6.3,2.7,4.9,1.8,3,123
6.7,3.3,5.7,2.1,3,124
7.2,3.2,6.0,1.8,3,125
6.2,2.8,4.8,1.8,3,126
6.1,3.0,4.9,1.8,3,127
6.4,2.8,5.6,2.1,3,128
7.2,3.0,5.8,1.6,3,129
7.4,2.8,6.1,1.9,3,130
7.9,3.8,6.4,2.0,3,131
6.4,2.8,5.6,2.2,3,132
6.3,2.8,5.1,1.5,3,133
6.1,2.6,5.6,1.4,3,134
7.7,3.0,6.1,2.3,3,135
6.3,3.4,5.6,2.4,3,136
6.4,3.1,5.5,1.8,3,137
6.0,3.0,4.8,1.8,3,138
6.9,3.1,5.4,2.1,3,139
6.7,3.1,5.6,2.4,3,140
6.9,3.1,5.1,2.3,3,141
5.8,2.7,5.1,1.9,3,142
6.8,3.2,5.9,2.3,3,143
6.7,3.3,5.7,2.5,3,144
6.7,3.0,5.2,2.3,3,145
6.3,2.5,5.0,1.9,3,146
6.5,3.0,5.2,2.0,3,147
6.2,3.4,5.4,2.3,3,148
5.9,3.0,5.1,1.8,3,149
